episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
12833.962021640542,2564.989199278333,9328.38210863991,4500.0,8,22600,False,700600,153,31,fc45e5b6017f4e5db8ed10f9362a3190,2024-02-08_12-54-32,1707414872,28.95944905281067,739.110137462616,1908,Kurukshetra,192.168.68.14,739.110137462616,700600,31,8,6106dcf6,0,698368,700600,24086.386,2.575,320.256,3.407,31.178571428571427,23.602380952380955,1.8626451769865326e-10,4.999999873689376e-05,5030.18,-0.00017986176,5030.195,4.5655124e-06,0.00015281244,1.4267232,0.009999999776482582
12833.962021640542,3622.550922088168,9622.989272621824,4500.0,7,22600,False,723200,160,32,fc45e5b6017f4e5db8ed10f9362a3190,2024-02-08_12-54-59,1707414899,27.667651653289795,766.7777891159058,1908,Kurukshetra,192.168.68.14,766.7777891159058,723200,32,8,6106dcf6,0,720896,723200,24865.094,2.569,318.967,3.394,30.843589743589746,23.600000000000005,9.313225884932663e-11,4.999999873689376e-05,6349.57,-0.0008709116,6349.584,2.5328588e-06,0.00046531056,1.3732926,0.009999999776482582
12833.962021640542,4097.017623822573,9697.835088032101,4500.0,1,22600,False,745800,161,33,fc45e5b6017f4e5db8ed10f9362a3190,2024-02-08_12-55-18,1707414918,18.730944633483887,785.5087337493896,1908,Kurukshetra,192.168.68.14,785.5087337493896,745800,33,8,6106dcf6,0,743424,745800,24158.658,2.574,317.83,3.416,32.370370370370374,23.600000000000005,4.6566129424663316e-11,4.999999873689376e-05,5476.508,-0.0004938487,5476.5225,2.779744e-06,9.01806e-05,1.3744724,0.009999999776482582
12833.962021640542,4097.017623822573,9941.06706362546,4500.0,8,22600,False,768400,169,34,fc45e5b6017f4e5db8ed10f9362a3190,2024-02-08_12-55-53,1707414953,34.44692397117615,819.9556577205658,1908,Kurukshetra,192.168.68.14,819.9556577205658,768400,34,8,6106dcf6,0,765952,768400,24762.548,2.561,319.544,3.37,27.857142857142858,23.597959183673463,2.3283064712331658e-11,4.999999873689376e-05,5855.01,-0.00041944263,5855.024,2.3310158e-06,0.00027651142,1.3607944,0.009999999776482582
12833.962021640542,4097.017623822573,9941.06706362546,4500.0,0,22600,False,791000,169,35,fc45e5b6017f4e5db8ed10f9362a3190,2024-02-08_12-56-10,1707414970,17.93538546562195,837.8910431861877,1908,Kurukshetra,192.168.68.14,837.8910431861877,791000,35,8,6106dcf6,0,788480,791000,24197.598,2.556,318.507,3.362,33.45384615384616,23.600000000000005,1.1641532356165829e-11,4.999999873689376e-05,6401.844,-0.00047699007,6401.859,1.2882731e-06,0.00017106225,1.3308655,0.009999999776482582
12833.962021640542,4097.017623822573,10210.195352748882,4500.0,8,22600,False,813600,177,36,fc45e5b6017f4e5db8ed10f9362a3190,2024-02-08_12-56-38,1707414998,27.768298149108887,865.6593413352966,1908,Kurukshetra,192.168.68.14,865.6593413352966,813600,36,8,6106dcf6,0,811008,813600,24427.732,2.545,317.482,3.339,34.53846153846154,23.666666666666675,5.8207661780829145e-12,4.999999873689376e-05,5788.037,0.00045249434,5788.0503,1.5341423e-06,0.000104064246,1.3588433,0.009999999776482582
13583.607897743064,5787.3574805701,10614.822157631359,4500.0,8,22600,False,836200,185,37,fc45e5b6017f4e5db8ed10f9362a3190,2024-02-08_12-57-10,1707415030,31.788490056991577,897.4478313922882,1908,Kurukshetra,192.168.68.14,897.4478313922882,836200,37,8,6106dcf6,0,833536,836200,25724.213,2.539,320.035,3.341,36.55434782608696,24.041304347826088,2.9103830890414573e-12,4.999999873689376e-05,6790.0,0.00049943256,6790.0127,1.1717731e-06,7.0737864e-05,1.3221272,0.009999999776482582
13583.607897743064,5787.3574805701,10614.82215763136,4500.0,0,22600,False,858800,185,38,fc45e5b6017f4e5db8ed10f9362a3190,2024-02-08_12-57-30,1707415050,19.44522786140442,916.8930592536926,1908,Kurukshetra,192.168.68.14,916.8930592536926,858800,38,8,6106dcf6,0,856064,858800,24773.681,2.553,322.941,3.368,40.06666666666666,24.251851851851857,1.4551915445207286e-12,4.999999873689376e-05,7350.144,-0.0003028468,7350.1577,7.4336475e-07,0.000282438,1.3045417,0.009999999776482582
13630.547435916085,5787.3574805701,10908.796994770824,4500.0,8,22600,False,881400,193,39,fc45e5b6017f4e5db8ed10f9362a3190,2024-02-08_12-58-04,1707415084,34.59093427658081,951.4839935302734,1908,Kurukshetra,192.168.68.14,951.4839935302734,881400,39,8,6106dcf6,0,878592,881400,25616.581,2.714,336.813,3.428,44.152,24.612,7.275957722603643e-13,4.999999873689376e-05,6086.6577,-0.0009262406,6086.6733,9.993938e-07,0.00047500606,1.3827286,0.009999999776482582
13630.547435916085,5941.468757865447,10944.600742572497,4500.0,3,22600,False,904000,196,40,fc45e5b6017f4e5db8ed10f9362a3190,2024-02-08_12-58-39,1707415119,34.55697846412659,986.0409719944,1908,Kurukshetra,192.168.68.14,986.0409719944,904000,40,8,6106dcf6,0,901120,904000,27230.927,2.805,344.642,3.559,41.13265306122449,25.18163265306122,3.6379788613018216e-13,4.999999873689376e-05,7917.252,-0.0009842097,7917.2656,3.054738e-07,0.0002826563,1.232575,0.009999999776482582
