episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/shared_policy,policy_reward_max/shared_policy,policy_reward_mean/shared_policy,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/shared_policy/cur_kl_coeff,info/learner/shared_policy/cur_lr,info/learner/shared_policy/total_loss,info/learner/shared_policy/policy_loss,info/learner/shared_policy/vf_loss,info/learner/shared_policy/vf_explained_var,info/learner/shared_policy/kl,info/learner/shared_policy/entropy,info/learner/shared_policy/entropy_coeff
-1376308.462103899,-1606495.009590057,-1493948.240739481,1300.0,8,10400,False,10400,8,1,69137e19ad8b4831a7c01a756ed97d1b,2024-03-11_20-10-20,1710202220,338.61151814460754,338.61151814460754,8666,Kurukshetra,192.168.68.14,338.61151814460754,10400,1,4,1ca58480,0,-16350.281832564622,467.4268231391907,-6163.788512591979,109.35835286499398,6.141356485066897,0.95385294701218,1246336,10400,312003.17,438.972,25398.903,549.55,35.25929752066116,28.842561983471075,0.20000000298023224,9.999999747378752e-05,83382.71,-0.005399636,83382.87,1.6139287e-06,0.009275461,1.445575,0.10000000149011612
-807697.384155115,-1606495.009590057,-1217567.1399357477,1300.0,8,10400,False,20800,16,2,69137e19ad8b4831a7c01a756ed97d1b,2024-03-11_20-14-53,1710202493,272.5791902542114,611.190708398819,8666,Kurukshetra,192.168.68.14,611.190708398819,20800,2,4,1ca58480,0,-16350.281832564622,561.3808836936951,-5739.856876538587,103.76982897303799,5.953662145505184,0.9551168668677852,2250240,20800,281664.761,333.369,23138.153,276.513,35.41907216494845,29.40979381443299,0.10000000149011612,9.480000153416768e-05,52328.746,-0.004894137,52328.887,-7.447731e-10,0.012217911,1.4784313,0.09167999774217606
-621491.814934149,-1606495.009590057,-1039659.6256787047,1300.0,8,10400,False,31200,24,3,69137e19ad8b4831a7c01a756ed97d1b,2024-03-11_20-18-45,1710202725,232.2745144367218,843.4652228355408,8666,Kurukshetra,192.168.68.14,843.4652228355408,31200,3,4,1ca58480,0,-16350.281832564622,561.3808836936951,-5405.509318953404,99.3404972659303,5.785398637840864,0.9511499638166665,3152128,31200,259909.074,276.73,20622.146,185.507,35.17530120481928,29.525602409638555,0.10000000149011612,8.959999831859022e-05,33748.31,-0.004369974,33748.438,-6.801325e-09,0.009480222,1.506394,0.08336000144481659
-472017.4060548273,-1606495.009590057,-913660.473516516,1300.0,8,10400,False,41600,32,4,69137e19ad8b4831a7c01a756ed97d1b,2024-03-11_20-22-17,1710202937,211.803471326828,1055.2686941623688,8666,Kurukshetra,192.168.68.14,1055.2686941623688,41600,4,4,1ca58480,0,-16350.281832564622,561.3808836936951,-5096.241093346437,95.6346154056672,5.630185955377236,0.941419105960157,3992064,41600,244406.764,247.091,18875.504,140.415,34.728476821192054,29.59834437086093,0.05000000074505806,8.440000237897038e-05,23080.05,-0.0022893734,23080.168,-6.113064e-09,0.0062947203,1.5248023,0.07503999769687653
-423289.4321780373,-1606495.009590057,-824764.0127415058,1300.0,8,10400,False,52000,40,5,69137e19ad8b4831a7c01a756ed97d1b,2024-03-11_20-25-37,1710203137,199.8461103439331,1255.1148045063019,8666,Kurukshetra,192.168.68.14,1255.1148045063019,52000,5,4,1ca58480,0,-16350.281832564622,561.3808836936951,-4843.717590612278,92.63096032932742,5.502588737238488,0.9325905826770216,4811648,52000,232896.509,229.019,17645.896,113.094,35.327368421052626,29.66526315789474,0.02500000037252903,7.919999916339293e-05,17872.984,-0.002166471,17873.088,-5.3712137e-09,0.005711028,1.5288515,0.06672000139951706
-419232.6562018974,-1606495.009590057,-768105.3669830955,1300.0,8,10400,False,62400,48,6,69137e19ad8b4831a7c01a756ed97d1b,2024-03-11_20-29-06,1710203346,209.320974111557,1464.435778617859,8666,Kurukshetra,192.168.68.14,1464.435778617859,62400,6,4,1ca58480,0,-16350.281832564622,561.3808836936951,-4605.753605894889,90.28673420797918,5.401844692921475,0.9252306920328129,5664896,62400,226718.786,219.493,16904.12,94.824,35.17993311036789,29.69765886287625,0.012500000186264515,7.400000322377309e-05,18070.295,-0.0017178891,18070.387,-6.733018e-09,0.0030066713,1.5183458,0.058400001376867294
-419232.6562018974,-1606495.009590057,-725953.8840494932,1300.0,8,10400,False,72800,56,7,69137e19ad8b4831a7c01a756ed97d1b,2024-03-11_20-32-36,1710203556,209.69644784927368,1674.1322264671326,8666,Kurukshetra,192.168.68.14,1674.1322264671326,72800,7,4,1ca58480,0,-16350.281832564622,561.3808836936951,-4386.428302413856,88.43053365442042,5.32178071031125,0.9191499568138214,6525952,72800,222373.514,211.048,16363.669,81.827,35.890301003344476,29.759531772575247,0.0062500000931322575,6.880000000819564e-05,17374.234,-0.002174902,17374.31,-6.370706e-09,0.0027146495,1.4904144,0.05008000135421753
-339656.8116480155,-1606495.009590057,-685319.5084413954,1300.0,8,10400,False,83200,64,8,69137e19ad8b4831a7c01a756ed97d1b,2024-03-11_20-36-00,1710203760,204.3976309299469,1878.5298573970795,8666,Kurukshetra,192.168.68.14,1878.5298573970795,83200,8,4,1ca58480,0,-16350.281832564622,561.3808836936951,-4199.1812867639355,86.85463110382948,5.253653916268505,0.9138880606843294,7343744,83200,218521.086,204.291,15888.24,71.996,34.743493150684934,29.886301369863013,0.0031250000465661287,6.359999679261819e-05,13564.023,-0.0031602895,13564.086,-4.944508e-09,0.0035683287,1.435264,0.041760001331567764
-310258.23127133603,-1606495.009590057,-648094.3312489684,1300.0,8,10400,False,93600,72,9,69137e19ad8b4831a7c01a756ed97d1b,2024-03-11_20-39-13,1710203953,192.18784856796265,2070.717705965042,8666,Kurukshetra,192.168.68.14,2070.717705965042,93600,9,4,1ca58480,0,-16350.281832564622,561.3808836936951,-4004.0150892333727,85.46977271939333,5.193328403428534,0.9093509866980902,8127360,93600,214201.772,197.647,15487.912,64.458,35.560583941605834,29.982481751824814,0.0015625000232830644,5.8400000852998346e-05,12070.059,-0.0032053937,12070.107,-3.6413161e-09,0.0050868588,1.3722374,0.033440001308918
-260252.78471235497,-1606495.009590057,-613219.5094557576,1300.0,8,10400,False,104000,80,10,69137e19ad8b4831a7c01a756ed97d1b,2024-03-11_20-42-21,1710204141,187.82276010513306,2258.540466070175,8666,Kurukshetra,192.168.68.14,2258.540466070175,104000,10,4,1ca58480,0,-16350.281832564622,561.3808836936951,-3794.9687287429874,84.23274286211188,5.139476940922009,0.9053568156559134,8888576,104000,210334.934,192.747,15142.796,58.44,35.5205223880597,30.051492537313433,0.0007812500116415322,5.32000012753997e-05,10104.87,-0.0032168643,10104.905,-2.9767244e-09,0.006192243,1.3042974,0.025119999423623085
