episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/follower,policy_reward_max/follower,policy_reward_mean/follower,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/follower/cur_kl_coeff,info/learner/follower/cur_lr,info/learner/follower/total_loss,info/learner/follower/policy_loss,info/learner/follower/vf_loss,info/learner/follower/vf_explained_var,info/learner/follower/kl,info/learner/follower/entropy,info/learner/follower/entropy_coeff
-859491.3582626192,-1741065.1260851647,-1014581.6549636866,4500.0,8,45000,False,45000,8,1,30e139b0c48841ada224184469197339,2024-02-14_13-05-19,1707933919,108.84850668907166,108.84850668907166,22588,Kurukshetra,192.168.68.14,108.84850668907166,45000,1,4,589d08ce,0,-1071884.6251876934,-44498.7123717521,-126822.7068704611,6.49532705363371,1.9731219509149578,0.38820847188518093,359936,45000,103461.4,114.676,4650.925,562.196,16.81153846153846,8.677564102564101,0.20000000298023224,9.999999747378752e-05,9209493.0,0.0029155153,9209493.0,8.8262354e-08,0.0086294515,1.514545,0.10000000149011612
-830171.6011396301,-1741065.1260851647,-942325.3228556133,4500.0,10,45000,False,90000,18,2,30e139b0c48841ada224184469197339,2024-02-14_13-07-04,1707934024,105.33931303024292,214.18781971931458,22588,Kurukshetra,192.168.68.14,214.18781971931458,90000,2,4,589d08ce,0,-1071884.6251876934,-42893.46537691624,-117790.66535695193,6.269317954852762,2.1120652370123176,0.38861225541053507,719872,90000,102156.609,85.117,4524.513,282.391,16.147333333333336,9.443333333333335,0.10000000149011612,7.750000077066943e-05,1188957.1,0.0005484268,1188957.4,-2.0136703e-09,0.0009505016,1.5455791,0.06400000303983688
-820201.2806405982,-1741065.1260851647,-957681.2576053544,4500.0,10,45000,False,135000,28,3,30e139b0c48841ada224184469197339,2024-02-14_13-08-45,1707934125,100.44725823402405,314.6350779533386,22588,Kurukshetra,192.168.68.14,314.6350779533386,135000,3,4,589d08ce,0,-1071884.6251876934,-42893.46537691624,-119710.15720066955,6.15904954191823,2.1692150531199763,0.3894387386456225,1079808,135000,100100.914,74.973,4472.742,189.103,16.850694444444443,9.564583333333335,0.05000000074505806,5.500000042957254e-05,7552492.5,0.00026725983,7552492.5,-6.7193002e-09,0.0009877117,1.5761541,0.02800000086426735
-820201.2806405982,-2358994.7754992447,-1062233.0984712983,4500.0,11,45000,False,180000,39,4,30e139b0c48841ada224184469197339,2024-02-14_13-10-34,1707934234,109.54049682617188,424.1755747795105,22588,Kurukshetra,192.168.68.14,424.1755747795105,180000,4,4,589d08ce,0,-1659097.0196789359,-38972.21896643681,-132779.1373089124,6.0847291313222,2.2234831638231523,0.38990753169090414,1439744,180000,101348.504,70.434,4444.241,142.388,16.108974358974358,9.677564102564101,0.02500000037252903,4.999999873689376e-05,41314816.0,0.00014947086,41314816.0,-6.3589595e-10,0.0016843114,1.6135671,0.01912499964237213
-719416.8538817351,-2358994.7754992447,-1062616.9978754267,4500.0,9,45000,False,225000,48,5,30e139b0c48841ada224184469197339,2024-02-14_13-12-13,1707934333,99.16971111297607,523.3452858924866,22588,Kurukshetra,192.168.68.14,523.3452858924866,225000,5,4,589d08ce,0,-1659097.0196789359,-38972.21896643681,-132827.12473442845,6.043876625488632,2.2432170377731278,0.3904667608512791,1799680,225000,99998.69,67.314,4451.688,114.388,16.91985815602837,9.89148936170213,0.012500000186264515,4.999999873689376e-05,19123062.0,0.00022766311,19123062.0,-7.376393e-09,0.0015464916,1.630986,0.017999999225139618
-719416.8538817351,-2358994.7754992447,-1019347.2498182717,4500.0,11,45000,False,270000,59,6,30e139b0c48841ada224184469197339,2024-02-14_13-13-58,1707934438,104.81134104728699,628.1566269397736,22588,Kurukshetra,192.168.68.14,628.1566269397736,270000,6,4,589d08ce,0,-1659097.0196789359,-38972.21896643681,-127418.40622728404,6.007058211111335,2.269232787286034,0.39109399626891,2159616,270000,100039.275,65.326,4456.31,95.743,16.946666666666665,10.041999999999998,0.0062500000931322575,4.999999873689376e-05,987681.3,-9.711691e-05,987681.44,-5.8078493e-09,0.0004195648,1.6359261,0.016875000670552254
-719416.8538817351,-2358994.7754992447,-1009421.0302712948,4500.0,9,45000,False,315000,68,7,30e139b0c48841ada224184469197339,2024-02-14_13-15-38,1707934538,100.18900680541992,728.3456337451935,22588,Kurukshetra,192.168.68.14,728.3456337451935,315000,7,4,589d08ce,0,-1659097.0196789359,-38972.21896643681,-126177.62878391193,5.985421346555399,2.2813013372229833,0.39169916889283174,2519552,315000,99401.154,64.006,4466.313,82.378,17.044755244755244,10.2,0.0031250000465661287,4.999999873689376e-05,11321211.0,3.1915406e-05,11321211.0,-5.1295603e-09,0.0014015597,1.6588401,0.01575000025331974
-701085.750051338,-2358994.7754992447,-985201.3389636968,4500.0,11,45000,False,360000,79,8,30e139b0c48841ada224184469197339,2024-02-14_13-17-31,1707934651,112.22901463508606,840.5746483802795,22588,Kurukshetra,192.168.68.14,840.5746483802795,360000,8,4,589d08ce,0,-1659097.0196789359,-38972.21896643681,-123150.16737046215,5.970376246771235,2.299229755076623,0.3938886701475655,2879488,360000,100311.96,63.478,4586.14,72.371,18.96625,10.468125,0.0015625000232830644,4.999999873689376e-05,4570381.5,9.554773e-05,4570381.5,-1.4625606e-09,0.00047548808,1.6827016,0.014624999836087227
-671938.1717384672,-2358994.7754992447,-959777.4909755505,4500.0,9,45000,False,405000,88,9,30e139b0c48841ada224184469197339,2024-02-14_13-19-49,1707934789,138.1916093826294,978.7662577629089,22588,Kurukshetra,192.168.68.14,978.7662577629089,405000,9,4,589d08ce,0,-1659097.0196789359,-38972.21896643681,-119972.18637194383,5.986316688560441,2.316618630892579,0.39991906963605284,3239424,405000,103941.796,63.683,4644.242,64.859,31.688324873096448,11.468527918781726,0.0007812500116415322,4.999999873689376e-05,792805.94,-3.524292e-05,792805.94,-3.4550345e-09,0.0003126291,1.6870832,0.013500000350177288
-648165.4805179021,-2358994.7754992447,-943927.986012747,4500.0,11,45000,False,450000,99,10,30e139b0c48841ada224184469197339,2024-02-14_13-22-22,1707934942,153.4388074874878,1132.2050652503967,22588,Kurukshetra,192.168.68.14,1132.2050652503967,450000,10,4,589d08ce,0,-1659097.0196789359,-38972.21896643681,-117990.9982515934,6.027314529955916,2.345622262169858,0.41048070574022494,3599360,450000,108203.746,65.764,4853.301,58.648,33.721461187214615,11.972146118721463,0.0003906250058207661,4.999999873689376e-05,7467647.5,0.00014136899,7467647.5,-5.2779363e-09,0.00065791846,1.6886123,0.012374999932944775
-642325.7945581254,-2358994.7754992447,-920041.606706054,4500.0,9,45000,False,495000,108,11,30e139b0c48841ada224184469197339,2024-02-14_13-24-45,1707935085,142.48565101623535,1274.690716266632,22588,Kurukshetra,192.168.68.14,1274.690716266632,495000,11,4,589d08ce,0,-1659097.0196789359,-38972.21896643681,-115005.20083825674,6.036265607903925,2.4000512189402063,0.4229847526797954,3959296,495000,111625.051,60.704,4859.221,2.909,32.73627450980392,12.17156862745098,0.00019531250291038305,4.999999873689376e-05,5133728.5,1.664394e-06,5133728.5,-6.019815e-09,0.0005747354,1.7182417,0.011250000447034836
-635832.2416002831,-2358994.7754992447,-912044.1117853145,4500.0,11,45000,False,540000,119,12,30e139b0c48841ada224184469197339,2024-02-14_13-27-23,1707935243,158.0447700023651,1432.7354862689972,22588,Kurukshetra,192.168.68.14,1432.7354862689972,540000,12,4,589d08ce,0,-1659097.0196789359,-38972.21896643681,-114005.51397316433,6.106467937491292,2.451793468824169,0.4418958102918837,4319232,540000,116576.053,66.565,5170.399,2.905,30.544444444444444,12.359111111111112,9.765625145519152e-05,4.999999873689376e-05,1655522.5,-1.0067504e-05,1655522.5,-6.910069e-09,0.0003067793,1.7107899,0.010125000029802322
-635832.2416002831,-2358994.7754992447,-892301.9490727049,4500.0,9,45000,False,585000,128,13,30e139b0c48841ada224184469197339,2024-02-14_13-29-43,1707935383,139.62716221809387,1572.362648487091,22588,Kurukshetra,192.168.68.14,1572.362648487091,585000,13,4,589d08ce,0,-1659097.0196789359,-38972.21896643681,-111537.74363408808,6.184454309759235,2.492573281396046,0.45927712762417267,4679168,585000,120340.673,69.553,5319.772,3.137,31.798994974874372,12.503015075376887,4.882812572759576e-05,4.999999873689376e-05,2861286.8,-9.584749e-05,2861286.8,-5.023578e-09,0.0006164054,1.7321031,0.009999999776482582
-635832.2416002831,-2308865.286184397,-822713.8789257553,4500.0,11,45000,False,630000,139,14,30e139b0c48841ada224184469197339,2024-02-14_13-32-06,1707935526,143.1894130706787,1715.5520615577698,22588,Kurukshetra,192.168.68.14,1715.5520615577698,630000,14,4,589d08ce,0,-1649464.066725134,-39159.124355553686,-102839.23486571934,6.295479806290508,2.5363236231359005,0.48213401303115544,5039104,630000,123561.05,72.621,5459.38,3.218,31.379024390243902,12.376097560975607,2.441406286379788e-05,4.999999873689376e-05,882779.06,-8.038924e-05,882779.06,-5.8926357e-09,0.00033772909,1.7211207,0.009999999776482582
-578280.2107259555,-1961333.8378913747,-786814.7188324906,4500.0,9,45000,False,675000,148,15,30e139b0c48841ada224184469197339,2024-02-14_13-34-24,1707935664,138.38989639282227,1853.941957950592,22588,Kurukshetra,192.168.68.14,1853.941957950592,675000,15,4,589d08ce,0,-1337901.320828948,-39159.124355553686,-98351.83985406123,6.39565697393823,2.576752650493619,0.5020385344902283,5399040,675000,127350.242,76.106,5586.921,3.299,31.743147208121826,12.859898477157358,1.220703143189894e-05,4.999999873689376e-05,591622.94,-0.00027064796,591622.94,-5.4899014e-09,0.0007905431,1.7158582,0.009999999776482582
-574651.9635423654,-1961333.8378913747,-762706.6612064986,4500.0,11,45000,False,720000,159,16,30e139b0c48841ada224184469197339,2024-02-14_13-36-47,1707935807,142.93775701522827,1996.8797149658203,22588,Kurukshetra,192.168.68.14,1996.8797149658203,720000,16,4,589d08ce,0,-1337901.320828948,-39159.124355553686,-95338.33265081223,6.526616435333995,2.623875053157442,0.5275039710077863,5758976,720000,131130.824,77.237,5617.566,3.439,31.509313725490195,13.04705882352941,6.10351571594947e-06,4.999999873689376e-05,317639.84,-0.00042773836,317639.84,-5.6382774e-09,0.0009030782,1.707993,0.009999999776482582
-515575.38364379643,-1449434.8025186919,-726064.5718573759,4500.0,9,45000,False,765000,168,17,30e139b0c48841ada224184469197339,2024-02-14_13-39-09,1707935949,141.5739438533783,2138.4536588191986,22588,Kurukshetra,192.168.68.14,2138.4536588191986,765000,17,4,589d08ce,0,-785692.466112595,-39159.124355553686,-90758.0714821719,6.640172772116496,2.6655201118343173,0.5493724710310587,6118912,765000,135088.604,80.036,5793.913,3.494,31.819801980198022,13.186138613861386,3.051757857974735e-06,4.999999873689376e-05,212783.44,-0.0006061016,212783.44,-4.196913e-09,0.0010631382,1.7021401,0.009999999776482582
-453712.701885329,-1449434.8025186919,-690409.5444961148,4500.0,11,45000,False,810000,179,18,30e139b0c48841ada224184469197339,2024-02-14_13-41-31,1707936091,142.3090968132019,2280.7627556324005,22588,Kurukshetra,192.168.68.14,2280.7627556324005,810000,18,4,589d08ce,0,-785692.466112595,-39159.124355553686,-86301.19306201428,6.78076887832185,2.7130269967752416,0.5757351196597643,6478848,810000,138210.29,79.542,5682.756,3.7,30.589655172413792,13.163546798029556,1.5258789289873675e-06,4.999999873689376e-05,177464.98,-0.0006311156,177465.0,-5.2991327e-09,0.0010420104,1.7083102,0.009999999776482582
-453712.701885329,-1449434.8025186919,-667705.3924934282,4500.0,9,45000,False,855000,188,19,30e139b0c48841ada224184469197339,2024-02-14_13-43-17,1707936197,105.81731295585632,2386.580068588257,22588,Kurukshetra,192.168.68.14,2386.580068588257,855000,19,4,589d08ce,0,-785692.466112595,-39159.124355553686,-83463.17406167847,6.868718907980051,2.744443203368909,0.5923106915309752,6838784,855000,135012.221,79.097,5643.871,3.462,17.023841059602653,12.328476821192053,7.629394644936838e-07,4.999999873689376e-05,146489.34,-0.00048612192,146489.36,-5.4899014e-09,0.00081053295,1.6962644,0.009999999776482582
