episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/shared_policy,policy_reward_max/shared_policy,policy_reward_mean/shared_policy,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/shared_policy/cur_kl_coeff,info/learner/shared_policy/cur_lr,info/learner/shared_policy/total_loss,info/learner/shared_policy/policy_loss,info/learner/shared_policy/vf_loss,info/learner/shared_policy/vf_explained_var,info/learner/shared_policy/kl,info/learner/shared_policy/entropy,info/learner/shared_policy/entropy_coeff
-96867.62445335963,-146459.58054762776,-126881.76648754954,1300.0,8,10400,False,10400,8,1,b7a9107ef7b64fce9b99ccdea82fabbb,2024-02-21_20-54-50,1708566890,539.4484419822693,539.4484419822693,11916,Kurukshetra,192.168.68.14,539.4484419822693,10400,1,4,17fda320,0,-2943.0937342788093,1820.721508860588,-893.5335668137292,188.912113186764,3.584958186107432,0.7492020835055153,623232,10400,528030.133,177.473,10497.062,641.501,33.64688311688312,16.087662337662337,0.20000000298023224,9.999999747378752e-05,4815.207,-0.0014945064,4815.3525,0.025375545,0.0064138174,1.4523956,0.10000000149011612
-19756.442121017993,-146459.58054762776,-93714.36520311145,1300.0,8,10400,False,20800,16,2,b7a9107ef7b64fce9b99ccdea82fabbb,2024-02-21_21-01-58,1708567318,428.0073730945587,967.455815076828,11916,Kurukshetra,192.168.68.14,967.455815076828,20800,2,4,17fda320,0,-2943.0937342788093,1896.293441772461,-659.9603183317706,179.11630854398538,3.5145916059447666,0.7454868812168716,1154304,20800,473918.195,131.746,9276.512,322.53,33.26759410801964,16.61178396072013,0.10000000149011612,9.480000153416768e-05,8138.4795,0.0028866795,8138.6167,0.058519114,0.011398667,1.5368062,0.09167999774217606
381.9233145866747,-146459.58054762776,-71880.13925789567,1300.0,8,10400,False,31200,24,3,b7a9107ef7b64fce9b99ccdea82fabbb,2024-02-21_21-07-31,1708567651,332.39002871513367,1299.8458437919617,11916,Kurukshetra,192.168.68.14,1299.8458437919617,31200,3,4,17fda320,0,-2943.0937342788093,1896.293441772461,-506.34673970927383,170.19036677754045,3.4488274509617454,0.7428927490381309,1613056,31200,424338.585,109.366,8549.018,216.383,33.92151898734178,16.740928270042193,0.10000000149011612,8.959999831859022e-05,10062.382,0.0037472502,10062.511,0.08156447,0.008115925,1.6186835,0.08336000144481659
13654.873337918427,-146459.58054762776,-62230.87248873757,1300.0,7,10400,False,41600,31,4,b7a9107ef7b64fce9b99ccdea82fabbb,2024-02-21_21-12-57,1708567977,326.20059061050415,1626.0464344024658,11916,Kurukshetra,192.168.68.14,1626.0464344024658,41600,4,4,17fda320,0,-2943.0937342788093,1941.146906375885,-438.345159543482,163.6267964797109,3.392451544442735,0.7412302786044279,2041472,41600,398152.11,97.052,8035.995,163.287,32.8274678111588,16.83776824034335,0.05000000074505806,8.440000237897038e-05,12142.193,0.0036508618,12142.317,0.09226808,0.008552504,1.7048784,0.07503999769687653
13654.873337918427,-146459.58054762776,-62711.79113195958,1300.0,8,10400,False,52000,39,5,b7a9107ef7b64fce9b99ccdea82fabbb,2024-02-21_21-18-28,1708568308,331.22845101356506,1957.2748854160309,11916,Kurukshetra,192.168.68.14,1957.2748854160309,52000,5,4,17fda320,0,-3117.9158439077437,1941.146906375885,-441.7120921340841,157.88342530633537,3.3435376349087758,0.7394462016412771,2488064,52000,383381.174,90.101,7790.946,131.48,33.328813559322036,16.92266949152543,0.02500000037252903,7.919999916339293e-05,14036.732,0.0031830592,14036.85,0.10395237,0.0077151298,1.7997817,0.06672000139951706
13654.873337918427,-146459.58054762776,-67309.77070164616,1300.0,8,10400,False,62400,47,6,b7a9107ef7b64fce9b99ccdea82fabbb,2024-02-21_21-23-58,1708568638,329.39295506477356,2286.6678404808044,11916,Kurukshetra,192.168.68.14,2286.6678404808044,62400,6,4,17fda320,0,-3820.737614135258,1941.146906375885,-474.0835041176937,153.54089490902305,3.3087031161922242,0.7381924127397952,2942848,62400,373235.419,86.595,7619.369,110.115,33.937446808510636,16.893829787234047,0.012500000186264515,7.400000322377309e-05,16228.641,0.001879825,16228.747,0.10917533,0.002860719,1.8598604,0.058400001376867294
13654.873337918427,-146459.58054762776,-72961.36325278135,1300.0,8,10400,False,72800,55,7,b7a9107ef7b64fce9b99ccdea82fabbb,2024-02-21_21-29-31,1708568971,332.84765553474426,2619.5154960155487,11916,Kurukshetra,192.168.68.14,2619.5154960155487,72800,7,4,17fda320,0,-3820.737614135258,1941.146906375885,-513.9440290603194,150.11164059072433,3.2822224929705213,0.7371856239309383,3394560,72800,366498.825,83.454,7481.38,94.807,33.283368421052636,16.855368421052635,0.0062500000931322575,6.880000000819564e-05,18503.867,-0.00038905954,18503.96,0.117307164,0.0010349604,1.8650398,0.05008000135421753
13654.873337918427,-153663.84982638815,-75435.82332238689,1300.0,9,10400,False,83200,64,8,b7a9107ef7b64fce9b99ccdea82fabbb,2024-02-21_21-34-53,1708569293,322.77941370010376,2942.2949097156525,11916,Kurukshetra,192.168.68.14,2942.2949097156525,83200,8,4,17fda320,0,-3820.737614135258,1941.146906375885,-531.4136150393792,146.9581502038689,3.262280668953177,0.73616391596696,3842048,83200,360182.598,81.06,7382.915,83.341,33.546637744034705,16.892190889370937,0.0031250000465661287,6.359999679261819e-05,17495.324,-0.00078608835,17495.402,0.12965064,0.0010847801,1.8472431,0.041760001331567764
13654.873337918427,-153663.84982638815,-76998.78709647559,1300.0,8,10400,False,93600,72,9,b7a9107ef7b64fce9b99ccdea82fabbb,2024-02-21_21-40-20,1708569620,326.47320795059204,3268.7681176662445,11916,Kurukshetra,192.168.68.14,3268.7681176662445,93600,9,4,17fda320,0,-3820.737614135258,1941.146906375885,-542.4041356957482,144.61299319412728,3.2469725677918633,0.7354762422258093,4283264,93600,355703.505,79.102,7281.114,74.409,33.13562231759657,16.903218884120175,0.0015625000232830644,5.8400000852998346e-05,16336.513,-0.0011255872,16336.575,0.14309794,0.001337794,1.8303553,0.033440001308918
13654.873337918427,-153663.84982638815,-74962.87676395712,1300.0,8,10400,False,104000,80,10,b7a9107ef7b64fce9b99ccdea82fabbb,2024-02-21_21-45-04,1708569904,284.1503791809082,3552.9184968471527,11916,Kurukshetra,192.168.68.14,3552.9184968471527,104000,10,4,17fda320,0,-3820.737614135258,1941.146906375885,-528.0470318848788,142.483851957255,3.232766328265199,0.7348493257735733,4698240,104000,347921.153,77.216,7169.078,67.399,33.840246913580245,16.917530864197534,0.0007812500116415322,5.32000012753997e-05,15345.98,-0.0020128926,15346.026,0.15374541,0.0033541403,1.7664863,0.025119999423623085
